Date,Winning Numbers
11/13/2020,26  4
11/12/2020,6  20
11/12/2020,22  36
11/12/2020,35  9
11/12/2020,30  24
11/12/2020,36  24
11/11/2020,31  16
11/11/2020,19  34
11/11/2020,25  26
11/11/2020,20  11
11/11/2020,20  2
11/10/2020,5  17
11/10/2020,25  13
11/10/2020,22  1
11/10/2020,15  23
11/10/2020,27  18
11/9/2020,2  14
11/9/2020,34  20
11/9/2020,31  22
11/9/2020,11  10
11/9/2020,26  17
11/8/2020,34  33
11/8/2020,17  12
11/8/2020,31  7
11/8/2020,3  17
11/8/2020,29  7
11/7/2020,13  31
11/7/2020,31  6
11/7/2020,9  3
11/7/2020,14  9
11/7/2020,22  19
11/6/2020,31  3
11/6/2020,32  16
11/6/2020,18  27
11/6/2020,4  13
11/6/2020,21  29
11/5/2020,15  6
11/5/2020,14  8
11/5/2020,15  5
11/5/2020,3  33
11/5/2020,29  3
11/4/2020,15  15
11/4/2020,11  24
11/4/2020,12  15
11/4/2020,6  15
11/4/2020,17  2
11/3/2020,9  25
11/3/2020,21  31
11/3/2020,26  22
11/3/2020,23  24
11/3/2020,26  9
11/2/2020,14  36
11/2/2020,33  20
11/2/2020,14  33
11/2/2020,36  2
11/2/2020,36  1
11/1/2020,26  5
11/1/2020,8  11
11/1/2020,14  18
11/1/2020,16  15
11/1/2020,16  9
10/31/2020,2  21
10/31/2020,15  24
10/31/2020,31  21
10/31/2020,19  15
10/31/2020,16  4
10/30/2020,17  4
10/30/2020,26  35
10/30/2020,23  9
10/30/2020,1  33
10/30/2020,8  19
10/29/2020,16  3
10/29/2020,27  19
10/29/2020,11  36
10/29/2020,6  17
10/29/2020,26  11
10/28/2020,15  34
10/28/2020,23  6
10/28/2020,31  28
10/28/2020,14  27
10/28/2020,5  8
10/27/2020,31  5
10/27/2020,9  28
10/27/2020,33  36
10/27/2020,5  21
10/27/2020,29  16
10/26/2020,21  12
10/26/2020,30  24
10/26/2020,35  27
10/26/2020,18  23
10/26/2020,33  14
10/25/2020,36  30
10/25/2020,17  28
10/25/2020,31  13
10/25/2020,24  23
10/25/2020,32  25
10/24/2020,36  36
10/24/2020,28  29
10/24/2020,15  28
10/24/2020,31  25
10/24/2020,16  33
10/23/2020,34  23
10/23/2020,1  20
10/23/2020,3  10
10/23/2020,2  31
10/23/2020,33  7
10/22/2020,9  36
10/22/2020,2  29
10/22/2020,23  33
10/22/2020,2  25
10/22/2020,21  5
10/21/2020,6  28
10/21/2020,12  25
10/21/2020,23  21
10/21/2020,9  17
10/21/2020,25  7
10/20/2020,25  19
10/20/2020,19  34
10/20/2020,25  16
10/20/2020,36  22
10/20/2020,8  12
10/19/2020,5  24
10/19/2020,36  1
10/19/2020,14  28
10/19/2020,5  17
10/19/2020,17  10
10/18/2020,36  35
10/18/2020,9  5
10/18/2020,13  21
10/18/2020,17  25
10/18/2020,27  1
10/17/2020,7  15
10/17/2020,32  26
10/17/2020,28  24
10/17/2020,26  12
10/17/2020,8  5
10/16/2020,24  31
10/16/2020,8  4
10/16/2020,29  15
10/16/2020,7  18
10/16/2020,33  27
10/15/2020,5  11
10/15/2020,7  3
10/15/2020,13  31
10/15/2020,34  35
10/15/2020,34  33
10/14/2020,21  10
10/14/2020,23  27
10/14/2020,25  16
10/14/2020,17  4
10/14/2020,13  22
10/13/2020,16  29
10/13/2020,31  15
10/13/2020,11  24
10/13/2020,11  21
10/13/2020,2  14
10/12/2020,13  9
10/12/2020,3  36
10/12/2020,35  16
10/12/2020,20  31
10/12/2020,29  2
10/11/2020,12  18
10/11/2020,4  6
10/11/2020,8  26
10/11/2020,1  6
10/11/2020,28  23
10/10/2020,20  35
10/10/2020,33  6
10/10/2020,29  28
10/10/2020,30  17
10/10/2020,5  6
10/9/2020,3  24
10/9/2020,18  17
10/9/2020,16  3
10/9/2020,27  25
10/9/2020,7  16
10/8/2020,25  25
10/8/2020,35  25
10/8/2020,36  33
10/8/2020,1  11
10/8/2020,21  2
10/7/2020,6  14
10/7/2020,4  17
10/7/2020,16  35
10/7/2020,27  24
10/7/2020,6  26
10/6/2020,19  33
10/6/2020,27  6
10/6/2020,28  29
10/6/2020,11  17
10/6/2020,1  6
10/5/2020,7  19
10/5/2020,36  32
10/5/2020,18  24
10/5/2020,32  17
10/5/2020,10  18
10/4/2020,20  11
10/4/2020,29  34
10/4/2020,1  34
10/4/2020,26  23
10/4/2020,6  27
10/3/2020,28  31
10/3/2020,7  11
10/3/2020,22  20
10/3/2020,25  20
10/3/2020,29  13
10/2/2020,13  18
10/2/2020,26  27
10/2/2020,31  4
10/2/2020,18  32
10/2/2020,31  3
10/1/2020,22  28
10/1/2020,8  34
10/1/2020,4  12
10/1/2020,29  28
10/1/2020,3  19
9/30/2020,6  18
9/30/2020,3  6
9/30/2020,6  25
9/30/2020,19  29
9/30/2020,21  27
9/29/2020,14  16
9/29/2020,3  24
9/29/2020,16  36
9/29/2020,27  8
9/29/2020,17  20
9/28/2020,24  4
9/28/2020,33  3
9/28/2020,1  5
9/28/2020,19  20
9/28/2020,28  33
9/27/2020,27  22
9/27/2020,31  31
9/27/2020,7  11
9/27/2020,26  21
9/27/2020,35  16
9/26/2020,26  20
9/26/2020,34  4
9/26/2020,21  35
9/26/2020,35  20
9/26/2020,25  2
9/25/2020,32  35
9/25/2020,16  11
9/25/2020,4  32
9/25/2020,1  12
9/25/2020,33  21
9/24/2020,2  10
9/24/2020,13  21
9/24/2020,7  26
9/24/2020,17  14
9/24/2020,18  25
9/23/2020,33  3
9/23/2020,12  3
9/23/2020,2  6
9/23/2020,8  32
9/23/2020,18  4
9/22/2020,23  5
9/22/2020,7  18
9/22/2020,33  4
9/22/2020,18  26
9/22/2020,33  13
9/21/2020,15  18
9/21/2020,15  25
9/21/2020,31  31
9/21/2020,7  10
9/21/2020,34  6
9/20/2020,2  22
9/20/2020,13  11
9/20/2020,22  23
9/20/2020,1  7
9/20/2020,17  3
9/19/2020,11  21
9/19/2020,33  33
9/19/2020,29  16
9/19/2020,28  1
9/19/2020,12  26
9/18/2020,23  16
9/18/2020,13  27
9/18/2020,18  11
9/18/2020,29  23
9/18/2020,14  23
9/17/2020,31  26
9/17/2020,17  23
9/17/2020,11  32
9/17/2020,18  2
9/17/2020,32  19
9/16/2020,23  34
9/16/2020,5  13
9/16/2020,21  34
9/16/2020,7  17
9/16/2020,4  20
9/15/2020,18  9
9/15/2020,27  6
9/15/2020,20  15
9/15/2020,21  33
9/15/2020,24  1
9/14/2020,21  6
9/14/2020,18  27
9/14/2020,15  1
9/14/2020,1  5
9/14/2020,5  28
9/13/2020,10  21
9/13/2020,28  11
9/13/2020,27  11
9/13/2020,2  7
9/13/2020,25  1
9/12/2020,18  15
9/12/2020,27  36
9/12/2020,10  19
9/12/2020,5  36
9/12/2020,22  8
9/11/2020,34  22
9/11/2020,14  24
9/11/2020,34  23
9/11/2020,27  35
9/11/2020,17  12
9/10/2020,15  24
9/10/2020,5  30
9/10/2020,12  23
9/10/2020,3  26
9/10/2020,8  23
9/9/2020,34  11
9/9/2020,9  36
9/9/2020,36  31
9/9/2020,14  28
9/9/2020,25  11
9/8/2020,16  2
9/8/2020,7  30
9/8/2020,34  12
9/8/2020,31  20
9/8/2020,4  16
9/7/2020,7  8
9/7/2020,23  3
9/7/2020,16  4
9/7/2020,24  31
9/7/2020,30  21
9/6/2020,26  2
9/6/2020,15  18
9/6/2020,32  16
9/6/2020,16  21
9/6/2020,27  36
9/5/2020,25  2
9/5/2020,24  9
9/5/2020,9  17
9/5/2020,3  23
9/5/2020,34  23
9/4/2020,18  2
9/4/2020,11  10
9/4/2020,33  11
9/4/2020,20  25
9/4/2020,12  11
9/3/2020,35  13
9/3/2020,19  13
9/3/2020,26  20
9/3/2020,1  20
9/3/2020,32  10
9/2/2020,22  34
9/2/2020,31  24
9/2/2020,4  3
9/2/2020,32  25
9/2/2020,14  3
9/1/2020,20  2
9/1/2020,34  36
9/1/2020,17  6
9/1/2020,36  10
9/1/2020,10  5
8/31/2020,28  8
8/31/2020,25  17
8/31/2020,34  13
8/31/2020,25  19
8/31/2020,15  16
8/30/2020,16  21
8/30/2020,26  1
8/30/2020,27  20
8/30/2020,27  15
8/30/2020,8  22
8/29/2020,3  19
8/29/2020,19  16
8/29/2020,12  35
8/29/2020,1  5
8/29/2020,26  29
8/28/2020,30  1
8/28/2020,12  31
8/28/2020,34  12
8/28/2020,17  15
8/28/2020,17  6
8/27/2020,14  13
8/27/2020,19  22
8/27/2020,6  24
8/27/2020,18  7
8/27/2020,23  20
8/26/2020,13  18
8/26/2020,4  9
8/26/2020,24  7
8/26/2020,20  1
8/26/2020,31  22
8/25/2020,13  2
8/25/2020,18  35
8/25/2020,11  1
8/25/2020,6  18
8/25/2020,29  9
8/24/2020,17  21
8/24/2020,19  16
8/24/2020,22  32
8/24/2020,5  11
8/24/2020,28  17
8/23/2020,3  18
8/23/2020,7  34
8/23/2020,21  9
8/23/2020,16  26
8/23/2020,16  14
8/22/2020,33  2
8/22/2020,18  18
8/22/2020,21  24
8/22/2020,24  9
8/22/2020,18  30
8/21/2020,12  35
8/21/2020,4  16
8/21/2020,25  18
8/21/2020,3  4
8/21/2020,2  30
8/20/2020,12  9
8/20/2020,34  33
8/20/2020,5  30
8/20/2020,12  27
8/20/2020,21  7
8/19/2020,34  3
8/19/2020,34  9
8/19/2020,7  8
8/19/2020,19  26
8/19/2020,23  8
8/18/2020,2  4
8/18/2020,35  29
8/18/2020,1  30
8/18/2020,1  12
8/18/2020,9  33
8/17/2020,27  28
8/17/2020,26  3
8/17/2020,18  9
8/17/2020,27  24
8/17/2020,18  25
8/16/2020,3  18
8/16/2020,28  24
8/16/2020,25  30
8/16/2020,34  7
8/16/2020,5  24
8/15/2020,3  5
8/15/2020,36  21
8/15/2020,27  32
8/15/2020,11  33
8/15/2020,15  10
8/14/2020,26  17
8/14/2020,16  23
8/14/2020,16  1
8/14/2020,24  30
8/14/2020,33  32
8/13/2020,36  17
8/13/2020,26  31
8/13/2020,18  36
8/13/2020,3  5
8/13/2020,12  3
8/12/2020,10  22
8/12/2020,3  20
8/12/2020,8  35
8/12/2020,26  8
8/12/2020,36  13
8/11/2020,35  13
8/11/2020,31  14
8/11/2020,25  28
8/11/2020,6  12
8/11/2020,13  24
8/10/2020,20  28
8/10/2020,14  13
8/10/2020,22  3
8/10/2020,24  22
8/10/2020,35  7
8/9/2020,5  1
8/9/2020,3  32
8/9/2020,32  8
8/9/2020,12  2
8/9/2020,3  4
8/8/2020,23  25
8/8/2020,14  18
8/8/2020,31  32
8/8/2020,24  36
8/8/2020,9  4
8/7/2020,34  8
8/7/2020,24  8
8/7/2020,16  9
8/7/2020,10  36
8/7/2020,26  14
8/6/2020,4  15
8/6/2020,28  7
8/6/2020,15  10
8/6/2020,30  29
8/6/2020,6  8
8/5/2020,23  7
8/5/2020,1  27
8/5/2020,4  2
8/5/2020,4  6
8/5/2020,34  31
8/4/2020,8  1
8/4/2020,20  16
8/4/2020,23  21
8/4/2020,2  9
8/4/2020,26  5
8/3/2020,2  13
8/3/2020,16  6
8/3/2020,25  23
8/3/2020,21  11
8/3/2020,27  1
8/2/2020,2  12
8/2/2020,18  6
8/2/2020,23  12
8/2/2020,28  3
8/2/2020,30  34
8/1/2020,14  9
8/1/2020,36  19
8/1/2020,24  14
8/1/2020,31  26
8/1/2020,14  2
7/31/2020,23  10
7/31/2020,17  12
7/31/2020,8  2
7/31/2020,6  28
7/31/2020,31  1
7/30/2020,16  33
7/30/2020,9  11
7/30/2020,6  8
7/30/2020,31  29
7/30/2020,23  29
7/29/2020,23  2
7/29/2020,22  36
7/29/2020,23  27
7/29/2020,13  16
7/29/2020,1  31
7/28/2020,23  19
7/28/2020,9  2
7/28/2020,27  22
7/28/2020,33  17
7/28/2020,17  35
7/27/2020,20  3
7/27/2020,14  4
7/27/2020,32  12
7/27/2020,13  34
7/27/2020,34  21
7/26/2020,26  6
7/26/2020,20  7
7/26/2020,13  5
7/26/2020,3  25
7/26/2020,12  16
7/25/2020,19  16
7/25/2020,27  7
7/25/2020,28  21
7/25/2020,4  34
7/25/2020,8  23
7/24/2020,15  10
7/24/2020,28  22
7/24/2020,32  27
7/24/2020,22  35
7/24/2020,3  11
7/23/2020,31  17
7/23/2020,36  6
7/23/2020,23  14
7/23/2020,6  4
7/23/2020,22  36
7/22/2020,31  24
7/22/2020,25  3
7/22/2020,1  15
7/22/2020,26  14
7/22/2020,30  1
7/21/2020,20  14
7/21/2020,26  21
7/21/2020,10  2
7/21/2020,10  17
7/21/2020,15  12
7/20/2020,2  26
7/20/2020,21  10
7/20/2020,1  30
7/20/2020,30  22
7/20/2020,8  26
7/19/2020,11  6
7/19/2020,25  16
7/19/2020,34  15
7/19/2020,35  10
7/19/2020,14  1
7/18/2020,28  18
7/18/2020,28  25
7/18/2020,2  17
7/18/2020,9  19
7/18/2020,31  2
7/17/2020,16  25
7/17/2020,9  22
7/17/2020,1  16
7/17/2020,11  13
7/17/2020,20  35
7/16/2020,23  16
7/16/2020,5  31
7/16/2020,31  31
7/16/2020,32  25
7/16/2020,8  12
7/15/2020,8  22
7/15/2020,31  33
7/15/2020,29  6
7/15/2020,30  5
7/15/2020,31  36
7/14/2020,21  23
7/14/2020,15  32
7/14/2020,14  3
7/14/2020,12  16
7/14/2020,24  15
7/13/2020,36  7
7/13/2020,18  28
7/13/2020,11  27
7/13/2020,29  31
7/13/2020,2  1
7/12/2020,18  23
7/12/2020,29  14
7/12/2020,17  22
7/12/2020,28  18
7/12/2020,13  20
7/11/2020,13  15
7/11/2020,10  15
7/11/2020,32  10
7/11/2020,32  2
7/11/2020,16  24
7/10/2020,18  32
7/10/2020,16  22
7/10/2020,23  28
7/10/2020,35  36
7/10/2020,3  34
7/9/2020,2  9
7/9/2020,6  9
7/9/2020,17  11
7/9/2020,6  27
7/9/2020,3  26
7/8/2020,24  23
7/8/2020,1  28
7/8/2020,8  10
7/8/2020,24  24
7/8/2020,6  25
7/7/2020,5  16
7/7/2020,25  10
7/7/2020,7  28
7/7/2020,35  28
7/7/2020,14  30
7/6/2020,8  15
7/6/2020,33  10
7/6/2020,2  16
7/6/2020,22  32
7/6/2020,5  11
7/5/2020,27  30
7/5/2020,31  2
7/5/2020,6  25
7/5/2020,24  19
7/5/2020,3  8
7/4/2020,2  3
7/4/2020,11  4
7/4/2020,13  20
7/4/2020,5  30
7/4/2020,8  3
7/3/2020,28  21
7/3/2020,27  15
7/3/2020,18  3
7/3/2020,12  28
7/3/2020,24  27
7/2/2020,3  25
7/2/2020,29  13
7/2/2020,8  28
7/2/2020,8  6
7/2/2020,34  5
7/1/2020,5  26
7/1/2020,23  36
7/1/2020,7  12
7/1/2020,36  34
7/1/2020,33  25
6/30/2020,33  30
6/30/2020,1  13
6/30/2020,19  31
6/30/2020,34  12
6/30/2020,31  17
6/29/2020,23  4
6/29/2020,18  22
6/29/2020,33  36
6/29/2020,25  6
6/29/2020,13  36
6/28/2020,16  13
6/28/2020,32  14
6/28/2020,1  26
6/28/2020,18  16
6/28/2020,20  13
6/27/2020,9  13
6/27/2020,5  35
6/27/2020,21  27
6/27/2020,2  4
6/27/2020,16  35
6/26/2020,35  5
6/26/2020,23  1
6/26/2020,36  29
6/26/2020,36  36
6/26/2020,34  24
6/25/2020,12  23
6/25/2020,14  9
6/25/2020,17  25
6/25/2020,7  34
6/25/2020,26  3
6/24/2020,32  21
6/24/2020,35  11
6/24/2020,22  25
6/24/2020,12  11
6/24/2020,3  5
6/23/2020,4  35
6/23/2020,4  11
6/23/2020,21  19
6/23/2020,15  17
6/23/2020,30  23
6/22/2020,12  7
6/22/2020,36  15
6/22/2020,17  36
6/22/2020,19  18
6/22/2020,14  20
6/21/2020,8  36
6/21/2020,17  26
6/21/2020,10  1
6/21/2020,7  15
6/21/2020,19  5
6/20/2020,11  14
6/20/2020,10  15
6/20/2020,12  17
6/20/2020,34  2
6/20/2020,9  26
6/19/2020,28  1
6/19/2020,12  6
6/19/2020,21  2
6/19/2020,36  34
6/19/2020,24  20
6/18/2020,30  19
6/18/2020,21  1
6/18/2020,3  23
6/18/2020,32  4
6/18/2020,31  16
6/17/2020,33  19
6/17/2020,22  25
6/17/2020,2  36
6/17/2020,35  35
6/17/2020,2  19
6/16/2020,4  14
6/16/2020,10  24
6/16/2020,23  16
6/16/2020,30  32
6/16/2020,24  34
6/15/2020,4  32
6/15/2020,31  4
6/15/2020,30  7
6/15/2020,23  2
6/15/2020,17  9
6/14/2020,13  21
6/14/2020,4  10
6/14/2020,28  31
6/14/2020,18  11
6/14/2020,26  8
6/13/2020,24  24
6/13/2020,29  32
6/13/2020,30  18
6/13/2020,16  28
6/13/2020,15  6
6/12/2020,3  9
6/12/2020,3  36
6/12/2020,34  28
6/12/2020,24  18
6/12/2020,32  19
6/11/2020,32  34
6/11/2020,15  7
6/11/2020,23  36
6/11/2020,27  34
6/11/2020,36  31
6/10/2020,31  35
6/10/2020,32  1
6/10/2020,2  15
6/10/2020,13  19
6/10/2020,6  12
6/9/2020,9  3
6/9/2020,17  12
6/9/2020,19  6
6/9/2020,17  7
6/9/2020,22  29
6/8/2020,4  23
6/8/2020,30  19
6/8/2020,34  20
6/8/2020,11  6
6/8/2020,10  28
6/7/2020,29  34
6/7/2020,32  18
6/7/2020,29  2
6/7/2020,35  23
6/7/2020,31  4
6/6/2020,14  21
6/6/2020,5  6
6/6/2020,29  7
6/6/2020,33  35
6/6/2020,18  25
6/5/2020,24  1
6/5/2020,22  4
6/5/2020,15  22
6/5/2020,14  35
6/5/2020,26  23
6/4/2020,11  28
6/4/2020,22  29
6/4/2020,19  29
6/4/2020,28  26
6/4/2020,12  14
6/3/2020,1  8
6/3/2020,34  15
6/3/2020,33  28
6/3/2020,33  34
6/3/2020,3  19
6/2/2020,20  14
6/2/2020,7  13
6/2/2020,11  34
6/2/2020,35  13
6/2/2020,36  3
6/1/2020,12  3
6/1/2020,9  15
6/1/2020,20  27
6/1/2020,24  27
6/1/2020,11  19
5/31/2020,13  24
5/31/2020,22  3
5/31/2020,16  22
5/31/2020,16  10
5/31/2020,23  14
5/30/2020,7  14
5/30/2020,20  4
5/30/2020,3  6
5/30/2020,30  36
5/30/2020,32  4
5/29/2020,9  32
5/29/2020,16  11
5/29/2020,5  10
5/29/2020,15  18
5/29/2020,11  32
5/28/2020,10  2
5/28/2020,36  24
5/28/2020,14  29
5/28/2020,24  10
5/28/2020,32  23
5/27/2020,35  20
5/27/2020,2  27
5/27/2020,21  21
5/27/2020,5  2
5/27/2020,30  35
5/26/2020,5  7
5/26/2020,26  18
5/26/2020,2  2
5/26/2020,15  31
5/26/2020,36  9
5/25/2020,29  1
5/25/2020,24  30
5/25/2020,10  13
5/25/2020,31  33
5/25/2020,22  36
5/24/2020,27  21
5/24/2020,8  36
5/24/2020,20  31
5/24/2020,9  32
5/24/2020,29  24
5/23/2020,4  12
5/23/2020,26  3
5/23/2020,27  31
5/23/2020,14  17
5/23/2020,18  13
5/22/2020,9  22
5/22/2020,1  23
5/22/2020,5  2
5/22/2020,1  16
5/22/2020,4  17
5/21/2020,5  17
5/21/2020,36  17
5/21/2020,12  7
5/21/2020,33  21
5/21/2020,26  5
5/20/2020,36  23
5/20/2020,10  25
5/20/2020,23  17
5/20/2020,27  23
5/20/2020,34  31
5/19/2020,25  30
5/19/2020,20  5
5/19/2020,27  22
5/19/2020,36  30
5/19/2020,10  35
5/18/2020,18  5
5/18/2020,32  1
5/18/2020,35  33
5/18/2020,35  6
5/18/2020,19  34
5/17/2020,27  28
5/17/2020,36  5
5/17/2020,25  11
5/17/2020,12  22
5/17/2020,22  33
5/16/2020,13  30
5/16/2020,13  23
5/16/2020,24  7
5/16/2020,24  1
5/16/2020,36  35
5/15/2020,5  2
5/15/2020,21  18
5/15/2020,8  6
5/15/2020,2  6
5/15/2020,16  19
5/14/2020,22  15
5/14/2020,12  5
5/14/2020,26  14
5/14/2020,22  10
5/14/2020,30  36
5/13/2020,2  19
5/13/2020,24  8
5/13/2020,13  2
5/13/2020,2  18
5/13/2020,8  7
5/12/2020,20  34
5/12/2020,15  3
5/12/2020,34  10
5/12/2020,21  9
5/12/2020,31  21
5/11/2020,16  24
5/11/2020,10  17
5/11/2020,19  26
5/11/2020,35  24
5/11/2020,12  22
5/10/2020,8  19
5/10/2020,20  15
5/10/2020,13  17
5/10/2020,21  19
5/10/2020,15  16
5/9/2020,17  16
5/9/2020,11  12
5/9/2020,22  17
5/9/2020,6  24
5/9/2020,22  8
5/8/2020,15  34
5/8/2020,3  19
5/8/2020,3  26
5/8/2020,25  30
5/8/2020,32  13
5/7/2020,11  25
5/7/2020,35  8
5/7/2020,12  16
5/7/2020,5  30
5/7/2020,9  30
5/6/2020,19  26
5/6/2020,27  36
5/6/2020,6  17
5/6/2020,14  7
5/6/2020,33  10
5/5/2020,14  3
5/5/2020,1  16
5/5/2020,17  25
5/5/2020,4  33
5/5/2020,21  27
5/4/2020,11  1
5/4/2020,6  35
5/4/2020,19  6
5/4/2020,12  35
5/4/2020,12  36
5/3/2020,25  6
5/3/2020,25  12
5/3/2020,24  3
5/3/2020,35  19
5/3/2020,28  36
5/2/2020,11  36
5/2/2020,6  28
5/2/2020,36  31
5/2/2020,21  10
5/2/2020,25  13
5/1/2020,29  17
5/1/2020,18  35
5/1/2020,32  1
5/1/2020,8  15
5/1/2020,33  26
4/30/2020,29  24
4/30/2020,32  25
4/30/2020,4  26
4/30/2020,6  28
4/30/2020,4  9
4/29/2020,35  2
4/29/2020,1  1
4/29/2020,26  16
4/29/2020,11  11
4/29/2020,12  12
4/28/2020,13  3
4/28/2020,7  5
4/28/2020,25  15
4/28/2020,6  22
4/28/2020,18  5
4/27/2020,12  4
4/27/2020,28  10
4/27/2020,9  11
4/27/2020,8  31
4/27/2020,10  19
4/26/2020,5  6
4/26/2020,11  15
4/26/2020,6  2
4/26/2020,2  1
4/26/2020,25  21
4/25/2020,4  14
4/25/2020,15  8
4/25/2020,15  34
4/25/2020,25  8
4/25/2020,9  27
4/24/2020,17  30
4/24/2020,29  35
4/24/2020,25  14
4/24/2020,23  4
4/24/2020,18  20
4/23/2020,18  22
4/23/2020,9  30
4/23/2020,23  12
4/23/2020,18  24
4/23/2020,29  31
4/22/2020,25  26
4/22/2020,35  24
4/22/2020,4  7
4/22/2020,20  23
4/22/2020,11  2
4/21/2020,2  29
4/21/2020,6  29
4/21/2020,10  10
4/21/2020,33  7
4/21/2020,30  24
4/20/2020,26  12
4/20/2020,4  10
4/20/2020,15  36
4/20/2020,24  27
4/20/2020,26  9
4/19/2020,31  19
4/19/2020,31  36
4/19/2020,35  16
4/19/2020,2  18
4/19/2020,27  7
4/18/2020,7  14
4/18/2020,23  8
4/18/2020,36  32
4/18/2020,36  14
4/18/2020,32  9
4/17/2020,29  12
4/17/2020,31  15
4/17/2020,10  1
4/17/2020,19  28
4/17/2020,31  11
4/16/2020,10  27
4/16/2020,29  2
4/16/2020,33  28
4/16/2020,13  31
4/16/2020,16  13
4/15/2020,33  22
4/15/2020,5  25
4/15/2020,17  5
4/15/2020,1  1
4/15/2020,31  4
4/14/2020,2  15
4/14/2020,13  20
4/14/2020,6  1
4/14/2020,29  4
4/14/2020,23  35
4/13/2020,30  19
4/13/2020,29  8
4/13/2020,15  20
4/13/2020,12  7
4/13/2020,31  15
4/12/2020,28  22
4/12/2020,31  6
4/12/2020,19  11
4/12/2020,19  17
4/12/2020,15  4
4/11/2020,13  7
4/11/2020,5  8
4/11/2020,5  7
4/11/2020,4  30
4/11/2020,36  16
4/9/2020,35  32
4/9/2020,36  25
4/9/2020,8  12
4/9/2020,17  34
4/9/2020,33  17
4/8/2020,32  22
4/8/2020,23  27
4/8/2020,29  33
4/8/2020,5  5
4/8/2020,10  33
4/7/2020,8  9
4/7/2020,9  14
4/7/2020,1  22
4/7/2020,18  17
4/7/2020,17  22
4/6/2020,28  19
4/6/2020,6  22
4/6/2020,25  7
4/6/2020,22  21
4/6/2020,29  36
4/5/2020,17  6
4/5/2020,12  14
4/5/2020,11  29
4/5/2020,29  30
4/5/2020,16  6
4/4/2020,5  22
4/4/2020,9  14
4/4/2020,6  6
4/4/2020,29  32
4/4/2020,2  35
4/3/2020,23  5
4/3/2020,17  34
4/3/2020,26  13
4/3/2020,12  28
4/3/2020,15  25
4/2/2020,29  10
4/2/2020,26  28
4/2/2020,24  11
4/2/2020,29  29
4/2/2020,4  36
4/1/2020,24  31
4/1/2020,28  29
4/1/2020,8  20
4/1/2020,30  26
4/1/2020,25  33
3/31/2020,35  2
3/31/2020,35  22
3/31/2020,3  18
3/31/2020,3  27
3/31/2020,28  26
3/30/2020,5  22
3/30/2020,15  4
3/30/2020,24  16
3/30/2020,5  19
3/30/2020,11  30
3/29/2020,9  27
3/29/2020,18  23
3/29/2020,10  30
3/29/2020,34  24
3/29/2020,5  9
3/28/2020,12  7
3/28/2020,27  20
3/28/2020,24  7
3/28/2020,20  9
3/28/2020,12  27
3/27/2020,9  23
3/27/2020,14  32
3/27/2020,15  19
3/27/2020,19  6
3/27/2020,29  3
3/26/2020,12  8
3/26/2020,6  5
3/26/2020,14  35
3/26/2020,3  12
3/26/2020,15  36
3/25/2020,24  5
3/25/2020,25  14
3/25/2020,28  30
3/25/2020,14  13
3/25/2020,21  20
3/24/2020,36  33
3/24/2020,33  14
3/24/2020,14  31
3/24/2020,32  30
3/24/2020,2  19
3/23/2020,10  19
3/23/2020,7  3
3/23/2020,19  28
3/23/2020,14  3
3/23/2020,10  29
3/22/2020,11  24
3/22/2020,10  14
3/22/2020,2  13
3/22/2020,17  2
3/22/2020,18  27
3/21/2020,1  11
3/21/2020,25  23
3/21/2020,8  32
3/21/2020,23  16
3/21/2020,20  29
3/20/2020,14  13
3/20/2020,32  22
3/20/2020,29  34
3/20/2020,3  26
3/20/2020,14  4
3/19/2020,17  32
3/19/2020,1  13
3/19/2020,7  20
3/19/2020,27  15
3/19/2020,24  22
3/18/2020,26  27
3/18/2020,20  16
3/18/2020,23  22
3/18/2020,24  9
3/18/2020,29  19
3/17/2020,6  4
3/17/2020,33  10
3/17/2020,30  20
3/17/2020,25  30
3/17/2020,26  29
3/16/2020,35  25
3/16/2020,36  24
3/16/2020,16  34
3/16/2020,15  22
3/16/2020,35  35
3/15/2020,2  30
3/15/2020,20  11
3/15/2020,7  17
3/15/2020,6  6
3/15/2020,1  6
3/14/2020,10  7
3/14/2020,36  32
3/14/2020,14  30
3/14/2020,7  28
3/14/2020,16  17
3/13/2020,10  19
3/13/2020,13  36
3/13/2020,33  2
3/13/2020,9  12
3/13/2020,29  9
3/12/2020,10  12
3/12/2020,26  25
3/12/2020,25  17
3/12/2020,10  32
3/12/2020,35  22
3/11/2020,2  29
3/11/2020,5  27
3/11/2020,14  4
3/11/2020,34  26
3/11/2020,33  18
3/10/2020,27  4
3/10/2020,8  5
3/10/2020,35  22
3/10/2020,31  4
3/10/2020,9  24
3/9/2020,25  14
3/9/2020,32  18
3/9/2020,19  6
3/9/2020,21  19
3/9/2020,19  24
3/8/2020,17  24
3/8/2020,30  6
3/8/2020,27  25
3/8/2020,17  25
3/8/2020,3  19
3/7/2020,8  20
3/7/2020,22  34
3/7/2020,27  25
3/7/2020,8  29
3/7/2020,16  12
3/6/2020,33  16
3/6/2020,15  1
3/6/2020,19  1
3/6/2020,8  25
3/6/2020,26  12
3/5/2020,27  23
3/5/2020,1  35
3/5/2020,29  9
3/5/2020,36  6
3/5/2020,34  25
3/4/2020,22  18
3/4/2020,16  17
3/4/2020,10  36
3/4/2020,16  18
3/4/2020,26  5
3/3/2020,2  2
3/3/2020,32  17
3/3/2020,34  14
3/3/2020,32  11
3/3/2020,6  15
